target question,query entities,target clarification question,valid clarifying entities,candidates,iir outputs,iir f1,iir bleu,gpt3 only query outputs,gpt3 only query f1,gpt3 only query bleu,gpt3 only actual outputs,gpt3 only actual f1,gpt3 only actual bleu,gpt3 pair outputs,gpt3 pair f1,gpt3 pair bleu,gpt3 choices outputs,gpt3 choices f1,gpt3 choices bleu,t5 only query outputs,t5 only query f1,t5 only query bleu,t5 only actual outputs,t5 only actual f1,t5 only actual bleu,t5 pair outputs,t5 pair f1,t5 pair bleu,t5 choices outputs,t5 choices f1,t5 choices bleu
Why is the HIV RNA test used to test newborns for HIV infection?,"['rna', 'newborn']",Do you want to know about HIV RNA tests for newborns?,"{'hiv', 'test'}",['Why is the HIV RNA test used to test newborns for HIV infection?'],"Do you want to know about rna, newborn, and test?",0.6666666666666666,0.8741259979306506, Do you want to know about RNA testing for newborns?,0.6666666666666666,0.7652790120519943, Do you want to know about why the HIV RNA test is used to test newborn,0.8,0.5721248424548514, Do you want to know about the HIV RNA test for newborns?,1.0,1.0, Do you want to know about the HIV RNA test used to test newborns for,0.8,0.5721248424548514,Do you want to know about RNA Newborns?,0,0.9560690709701066,Do you want to know about HIV RNA test?,1.0,0.8187307530779819,Do you want to know about RNA testing for HIV infection,0.8,0.9369163177585036,Do you want to know about RNA testing for HIV infection,0.8,0.9369163177585036
Should every pregnant woman have amniotic fluid analysis?,"['amniot', 'analysi']",Do you want to know about amniotic fluid analysis for pregnant women?,"{'fluid', 'pregnant', 'women'}","[""Can amniotic fluid analysis be performed in my healthcare practitioner's office?"", 'Should every pregnant woman have amniotic fluid analysis?']","Do you want to know about amniot, analysi, and offic?",0,0.5354397244200156, Do you want to know about amniotic fluid analysis?,0.5,0.6703200460356393, Do you want to know about amniotic fluid analysis for pregnant women?,1.0,1.0, Do you want to know about amniotic fluid analysis during pregnancy?,0.4,0.6431870218238024, Do you want to know about amniotic fluid analysis?,0.5,0.6703200460356393,Do you want to know about how to do amniotic analysis?,0,0.5754340934503409,Do you want to know about amniotic fluid analysis in pregnant women?,1.0,1.0,Do you want to know about amniotic fluid analysis in pregnant women?,1.0,1.0,Do you want to know about amniotic fluid analysis in your healthcare practitioner?,0.3333333333333333,0.6147881529512643
"When my increased ammonia level has returned to normal, can it rise again?","['ammonia', 'rise']",Do you want to know about how the normal ammonia level can rise?,"{'level', 'normal'}","['When my increased ammonia level has returned to normal, can it rise again?']","Do you want to know about ammonia, rise, and normal?",0.6666666666666666,0.8741259979306506, Do you want to know about what causes ammonia levels to rise?,0.5,0.7008534286706599, Do you want to know about ammonia levels rising again after they have returned to normal,0.8,0.587762934679672, Do you want to know about the potential for ammonia levels to rise again after treatment,0.4,0.5615738594645787, Do you want to know about the factors that can cause an ammonia level to rise,0.4,0.5615738594645787,Do you want to know about how ammonia levels rise?,0.6666666666666666,0.7652790120519943,Do you want to know about how ammonia levels are increased?,0.5,0.9831143441193168,Do you want to know about how ammonia levels increase?,0.5,0.9831143441193168,Do you want to know about how ammonia levels increase?,0.5,0.9831143441193168
Why do I need regular Pap smears or HPV tests?,"['pap', 'hpv']",Do you want to know about Pap smears or HPV ?,{'smear'},"['Do I need a Pap smear if I have an HPV test done?', 'Why do I need regular Pap smears or HPV tests?']","Do you want to know about pap, hpv, and regular?",0,0.7987822049880149, Do you want to know about the HPV test done during a Pap smear?,0.5,0.7419096884247227, Do you want to know about the purpose of regular Pap smears or HPV tests,0.4,0.46868840397539324, Do you want to know about the purpose of regular Pap smears or HPV tests,0.4,0.46868840397539324, Do you want to know about the HPV test and Pap smear?,0.6666666666666666,0.9369163177585036,Do you want to know about Pap HPV?,0,0.9487304297576223,Do you want to know about why you need regular Pap smears o,0.5,0.8860807458582579,Do you want to know about Pap HPV tests?,0,0.7987822049880149,Do you want to know about Pap smears?,1.0,0.7788007830714049
Are there other things that cause anemia besides iron deficiency?,"['anemia', 'caus']",Do you want to know about causes of anemia?,set(),"['Are there other things that cause anemia besides iron deficiency?', 'What are some causes of anemia besides iron deficiency?']","Do you want to know about anemia, caus, and thing?",0,0.9396600131639694, Do you want to know about the different causes of anemia?,0,1.2007785714941597, Do you want to know about other causes of anemia?,0,1.0, Do you want to know about other causes of anemia?,0,1.0, Do you want to know about other causes of anemia?,0,1.0,Do you want to know about the causes of anemia?,0,1.0,Do you want to know about anemia and iron deficiency?,0,0.9396600131639694,Do you want to know about causes of anemia?,0,1.0,Do you want to know about causes of anemia?,0,1.0
What are some other tests that may be done when the PSA level is only slightly elevated to help decide whether a prostate cancer is present?,"['psa', 'elev']",Do you want to know about tests of elevated PSA levels,"{'level', 'test'}",['What are some other tests that may be done when the PSA level is only slightly elevated to help decide whether a prostate cancer is present?'],"Do you want to know about psa, elev, and prostat?",0,0.8266973277544403, Do you want to know about what an elevated PSA score means?,0,0.8860807458582579, Do you want to know about other tests done when PSA is slightly elevated?,0.4,0.5074392645871068, Do you want to know about other tests that may be done when the PSA,0.4,0.5989311269184457, Do you want to know about other tests that may be done when the PSA,0.4,0.5989311269184457,Do you want to know about how to increase PSA levels,0.5,0.9831143441193168,Do you want to know about prostate cancer tests?,0.4,0.7693285502150031,Do you want to know about the level of PSA elevated?,0.6666666666666666,0.8741259979306506,Do you want to know about the level of PSA elevated?,0.6666666666666666,0.8741259979306506
Should everyone with suspected tuberculosis have an ADA test performed?,"['suspect', 'tuberculosi']",Do you want to know about testing everyone who has suspected tuberculosis with an ADA test?,"{'everyon', 'test', 'ada'}",['Should everyone with suspected tuberculosis have an ADA test performed?'],"Do you want to know about suspect, tuberculosi, and test?",0.5,0.6968089868679392, Do you want to know about how tuberculosis is diagnosed?,0,0.5396439888861212, Do you want to know about the ADA test for tuberculosis?,0.8,0.6968089868679392, Do you want to know about the ADA test for tuberculosis?,0.8,0.6968089868679392, Do you want to know about the ADA test for tuberculosis?,0.8,0.6968089868679392,Do you want to know about the cause of suspected tuberculosis?,0,0.6590012524083576,Do you want to know about ADA testing for suspected tuberculosis,0.8,0.7775961503508344,Do you want to know about ADA testing for suspected tuberculosis,0.8,0.7775961503508344,Do you want to know about ADA testing for suspected tuberculosis,0.8,0.7775961503508344
Are those parasitic worms I'm seeing in my stool sample?,"['stool', 'sampl']",Do you want to know about stool sample?,set(),"['Why must the stool sample for culture be fresh?', 'Why does it need to be a fresh stool sample?', ""Are those parasitic worms I'm seeing in my stool sample?"", 'Why must the stool sample be fresh?']","Do you want to know about stool, sampl, and must?",0,0.668740304976422, Do you want to know how to collect a stool sample?,0,1.2007785714941597, Do you want to know about the parasites in your stool sample?,0,1.2007785714941597, Do you want to know about the parasites in your stool sample?,0,1.2007785714941597, Do you want to know about the freshness of stool samples for culture?,0,0.8860807458582579,Do you want to know about stool sample?,0,1.0,Do you want to know about parasitic worms in stool sample?,0,0.8860807458582579,Do you want to know about parasitic worms in stool sample?,0,0.8860807458582579,Do you want to know about what to expect from a fresh stool sample?,0,0.8860807458582579
Are those parasitic worms I'm seeing in my stool sample?,"['stool', 'sampl']",Do you want to know about the stool sample?,set(),"['Why must the stool sample for culture be fresh?', 'Why does it need to be a fresh stool sample?', ""Are those parasitic worms I'm seeing in my stool sample?"", 'Why must the stool sample be fresh?']","Do you want to know about stool, sampl, and must?",0,0.668740304976422, Do you want to know how to collect a stool sample?,0,1.2007785714941597, Do you want to know about the parasites in your stool sample?,0,1.2007785714941597, Do you want to know about the parasites in your stool sample?,0,1.2007785714941597, Do you want to know about the freshness of stool samples for culture?,0,0.8860807458582579,Do you want to know about stool sample?,0,1.0,Do you want to know about parasitic worms in stool sample?,0,0.8860807458582579,Do you want to know about parasitic worms in stool sample?,0,0.8860807458582579,Do you want to know about what to expect from a fresh stool sample?,0,0.8860807458582579
"If I get a liquid biopsy, will I still need a tissue biopsy?","['biopsi', 'liquid']",Do you want to know about needing a tissue biopsy after getting a liquid biopsy?,"{'need', 'tissu', 'get'}","['How widely available are liquid biopsies?', 'If I get a liquid biopsy, will I still need a tissue biopsy?']","Do you want to know about biopsi, liquid, and get?",0.5,0.5859441791738228, Do you want to know about the liquid used during a biopsy?,0,0.5541517907978963, Do you want to know about liquid biopsies and tissue biopsies?,0.5,0.7775961503508344, Do you want to know about liquid biopsies and tissue biopsies?,0.5,0.7775961503508344, Do you want to know about liquid biopsies?,0,0.6896036108934784,Do you want to know about what is a biopsy liquid?,0,0.5798852043463434,Do you want to know about what to do with liquid biopsy,0,0.6896036108934784,Do you want to know about what to do with liquid biopsy?,0,0.6896036108934784,Do you want to know about what is liquid biopsies available?,0,0.6590012524083576
Why would a healthcare practitioner choose to measure lactate in a blood sample from an artery rather than blood from a vein?,"['lactat', 'arteri']",Do you want to know about why i want to test lactate from artery,{'test'},['Why would a healthcare practitioner choose to measure lactate in a blood sample from an artery rather than blood from a vein?'],"Do you want to know about lactat, arteri, and blood?",0,0.9831143441193168, Do you want to know about the lactate artery?,0,1.1369641416316925, Do you want to know about the reasons for measuring lactate in an artery blood,0,0.7016548624658421, Do you want to know about the reasons for measuring lactate in an artery?,0,0.8860807458582579, Do you want to know about the reasons for measuring lactate in an artery?,0,0.8860807458582579,Do you want to know about Lactate Artery?,0,1.1369641416316925,Do you want to know about what is lactate in blood sample?,0,0.7693285502150031,Do you want to know about lactate in blood samples?,0,0.7693285502150031,Do you want to know about the importance of lactate in blood samples?,0,0.6933956560212984
"If my doctor tells me to eat 100 grams of fat a day, can I vary it between 50 and 150 grams?","['vari', 'fat']",Do you want to know about varying fat?,set(),"['If my doctor tells me to eat 100 grams of fat a day, can I vary it between 50 and 150 grams?']","Do you want to know about vari, fat, and tell?",0,0.668740304976422,"

Do you want to know about ways to vary your fat intake?",0,0.8860807458582579, Do you want to know about how much fat you can eat in a day?,0,0.6933956560212984, Do you want to know about how much fat you can eat in a day?,0,0.6933956560212984, Do you want to know about how much fat you can eat in a day?,0,0.6933956560212984,Do you want to know about how to vary fat levels?,0,0.668740304976422,Do you want to know about how to vary your fat intake between 50 and 150 grams,0,0.5081327481546147,Do you want to know about how to vary fat?,0,1.0,Do you want to know about how to vary fat,0,1.0
Can I have an AMA or AMA-M2 test done in my healthcare practitioner's office?,"['ama', 'test']",Do you want to know about different AMA tests done at doctors office,"{'offic', 'differ', 'doctor', 'done'}","[""Can I have an AMA or AMA-M2 test done in my healthcare practitioner's office?""]","Do you want to know about ama, test, and done?",0.4,0.5129818625888013, Do you want to know about AMA tests used to diagnose heart conditions?,0,0.580240235081671, Do you want to know about AMA or AMA-M2 tests done at your,0.3333333333333333,0.6713298770614694, Do you want to know about AMA or AMA-M2 tests done at your,0.3333333333333333,0.6713298770614694, Do you want to know about AMA tests done in healthcare offices?,0.5714285714285715,0.5095186983661173,Do you want to know about AMA tests?,0,0.6896036108934784,Do you want to know about AMA or AMA-M2 test?,0,0.5541517907978963,Do you want to know about AMA or AMA-M2 tests?,0,0.5541517907978963,Do you want to know about AMA or AMA-M2 tests?,0,0.5541517907978963
"The names HTLV and HIV look and sound similar,  are these diseases related?","['hiv', 'htlv']",Do you want to know about whether HIV and HTLV are related diseases?,"{'diseas', 'relat', 'whether'}",['The names HTLV and HIV look and sound similar ¡V are these diseases related?'],"Do you want to know about hiv, htlv, and ¡V?",0,0.8049059473225744, Do you want to know about the difference between HIV and HTLV?,0,0.8049059473225744, Do you want to know about the relationship between HTLV and HIV?,0,0.6768425257199481, Do you want to know about the relationship between HIV and HTLV?,0,0.8049059473225744, Do you want to know about the similarities and differences between HIV and HTLV?,0,0.75005115814646,Do you want to know about HIV HTLV diagnosis,0,0.8049059473225744,Do you want to know about the similarities between HTLV and HIV,0,0.6768425257199481,Do you want to know about HIV HTLV?,0,0.8854685638268697,Do you want to know about HIV HTLV and HIV,0,0.8049059473225744
"Besides HPV, what are other risk factors for cervical cancer in women?","['hpv', 'cancer']",Do you want to know about HPV?,set(),"[""Do I need cervical cancer testing even if I've had the HPV vaccine?"", ""I'm a woman who has had the HPV vaccine. Do I need cervical cancer screening?"", 'Besides HPV, what are other risk factors for cervical cancer in women?']","Do you want to know about hpv, cancer, and need?",0,0.7433506013261361, Do you want to know about HPV and cancer?,0,1.1336572421364886, Do you want to know about other risk factors for cervical cancer?,0,0.626553704075208, Do you want to know about other risk factors for cervical cancer?,0,0.626553704075208, Do you want to know about HPV and cervical cancer screening?,0,0.5573682169778019,Do you want to know about HPV cancer diagnosis?,0,0.7433506013261361,Do you want to know about other risk factors for cervical cancer in women?,0,0.4961449113021113,Do you want to know about other risk factors for cervical cancer in women?,0,0.4961449113021113,Do you want to know about what is HPV cancer?,0,1.1336572421364886
Why would my healthcare practitioner collect more than one sample?,"['practition', 'sampl']",Do you want to know about healthcare practitioner's collecting more than one sample?,"{'healthcar', 'collect', 'one'}","['Why would my healthcare practitioner collect more than one sputum sample?', 'Why does the healthcare practitioner need a 24-hour urine sample if a random sample has already been tested?', 'Why would my healthcare practitioner collect more than one sample?', 'Why would a healthcare practitioner choose to measure lactate in a blood sample from an artery rather than blood from a vein?', ""My healthcare practitioner's office called to say they need a new urine sample, the first was contaminated. What happened?""]","Do you want to know about practition, sampl, and one?",0.5,0.6768425257199481, Do you want to know about how to get a practitioner sample?,0,0.6768425257199481, Do you want to know about why your healthcare practitioner might collect more than one sample,0.8571428571428571,0.5, Do you want to know about why your healthcare practitioner might collect multiple samples?,0.5714285714285715,0.38260294162784475, Do you want to know why your healthcare practitioner needs more than one sample?,0.6666666666666666,0.488923022434901,Do you want to know about how to get a sample from a practitioner?,0,0.6768425257199481,Do you want to know about how to collect sample?,0.5,0.7445873411418696,Do you want to know about how to collect sample?,0.5,0.7445873411418696,Do you want to know about what happens when a patient collects a sample?,0.3333333333333333,0.6307153301422551
Does everyone with HIT antibodies develop HIT II?,"['hit', 'antibodi']",Do you want to know about People with HIT antibodies developing HIT II.,"{'peopl', 'ii', 'develop'}","['Does everyone with HIT antibodies develop HIT II?', ""Can the heparin-induced thrombocytopenia (HIT) antibody test be done in my healthcare practitioner's office?"", 'If I have an HIT antibody, will it eventually go away?', 'Should I tell all of my healthcare practitioners that I have an HIT antibody?']","Do you want to know about hit, antibodi, and practition?",0,0.6590012524083576, Do you want to know about the HIT antibodies test?,0,0.6590012524083576, Do you want to know about the percentage of people with HIT antibodies that develop HIT,0.6666666666666666,0.5946035575013605, Do you want to know about the relationship between HIT antibodies and HIT II?,0.4,0.7449499578219695, Do you want to know about the heparin-induced thrombocy,0,0.48762338959350787,Do you want to know about HIT antibodies?,0,0.6896036108934784,Do you want to know about HIT II antibodies?,0.5,0.6968089868679392,Do you want to know about HIT II?,0.5,0.6896036108934784,Do you want to know about HIT antibodies?,0,0.6896036108934784
Will my antineutrophil cytoplasmic antibodies (ANCA) ever go away?,"['anca', 'antibodi']",Do you want to know about the lifespan of antibodies?,{'lifespan'},['Will my antineutrophil cytoplasmic antibodies (ANCA) ever go away?'],"Do you want to know about anca, antibodi, and away?",0,0.9396600131639694, Do you want to know about the ANCA antibodies test?,0,0.9396600131639694, Do you want to know about the prognosis for ANCA?,0,1.3254977990636378, Do you want to know about the prognosis for ANCA antibodies?,0,0.9396600131639694, Do you want to know about the prognosis of ANCA-associated vascul,0,0.8490786706070159,Do you want to know about ANCA antibodies?,0,1.4669044488262981,Do you want to know about antineutrophil cytoplasmic antibodies?,0,0.9396600131639694,Do you want to know about ANCA antibodies?,0,1.4669044488262981,Do you want to know about ANCA antibodies?,0,1.4669044488262981
I had a screening test for cholesterol. It was less than 200 mg/dL (5.18 mmol/L). Do I need a lipid panel?,"['screen', 'panel']",Do you want to know about need a lipid panel?,"{'lipid', 'need'}",['I had a screening test for cholesterol. It was less than 200 mg/dL (5.18 mmol/L). Do I need a lipid panel?'],"Do you want to know about screen, panel, and cholesterol?",0,0.9396600131639694, Do you want to know about having a screening panel done?,0,0.9396600131639694, Do you want to know about lipid panels?,0.6666666666666666,1.4598908557176542, Do you want to know about lipid panels?,0.6666666666666666,1.4598908557176542, Do you want to know about what a lipid panel is?,0.6666666666666666,1.4598908557176542,Do you want to know about screening for a panel?,0,1.1424263334368485,Do you want to know about lipid panel?,0.6666666666666666,1.4598908557176542,Do you want to know about lipid panel?,0.6666666666666666,1.4598908557176542,Do you want to know about lipid panel?,0.6666666666666666,1.4598908557176542
"In addition to MPA levels, what other tests might be ordered?","['mpa', 'test']",Do you want to know about other tests other than MPA?,set(),"['In addition to MPA levels, what other tests might be ordered?']","Do you want to know about mpa, test, and order?",0,1.0097303962829152, Do you want to know about tests used to monitor MPA levels?,0,0.4799064265619985, Do you want to know about other tests that might be ordered in addition to M,0,0.5573682169778019, Do you want to know about other tests that might be ordered along with an M,0,0.5573682169778019, Do you want to know about what other tests might be ordered in addition to M,0,0.5573682169778019,Do you want to know about MPA tests?,0,1.5762914135669253,Do you want to know about MPA levels?,0,1.4669044488262981,Do you want to know about other MPA tests?,0,1.5762914135669253,Do you want to know about other MPA tests?,0,1.5762914135669253
Is my blood type (ABO) related to my HLA genes and antigens?,"['blood', 'hla']",Do you want to know about the relation between HLA and blood type?,"{'type', 'relat'}",['Is my blood type (ABO) related to my HLA genes and antigens?'],"Do you want to know about blood, hla, and type?",0.6666666666666666,0.8741259979306506, Do you want to know about the HLA blood test?,0,0.9831143441193168, Do you want to know about the relationship between ABO blood type and HLA,0.4,0.7419096884247227, Do you want to know about the relationship between blood type and HLA genes and,0.4,0.7419096884247227, Do you want to know about the relationship between blood type and HLA genes?,0.4,0.7419096884247227,Do you want to know about how to get blood HLA from blood?,0,0.8860807458582579,Do you want to know about ABO genes and antigens?,0,0.6951668194085339,Do you want to know about HLA genes and antigens?,0,0.7693285502150031,Do you want to know about HLA genes and antigens?,0,0.7693285502150031
Why is it important to have my blood drawn for my digoxin test at a certain time?,"['blood', 'digoxin']",Do you want to know about the timing for digoxin test blood draw?,"{'time', 'test', 'draw'}",['Why is it important to have my blood drawn for my digoxin test at a certain time?'],"Do you want to know about blood, digoxin, and time?",0.5,0.715673836570804, Do you want to know about the blood levels of digoxin?,0,0.6768425257199481, Do you want to know about the importance of timing for a digoxin test?,0.6666666666666666,0.5932596191966412, Do you want to know about the importance of timing for a blood digoxin test,0.6666666666666666,0.7765087501607633, Do you want to know about the importance of timing for blood draws for digoxin,0.6666666666666666,0.7765087501607633,Do you want to know about how to get blood digoxin?,0,0.6768425257199481,Do you want to know about how to get blood drawn for digoxin test?,0.3333333333333333,0.7419096884247227,Do you want to know about why you need to know about blood digoxin test?,0.3333333333333333,0.7419096884247227,Do you want to know about the importance of blood for digoxin test?,0.4,0.7930825407343808
